NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	30
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:32:21
DATA_INCLUDED	Position
DATA_TYPES	KR_pos_X	KR_pos_Y	KR_pos_Z	SL_pos_X	SL_pos_Y	SL_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z

Frame	Time	KR_pos_X	KR_pos_Y	KR_pos_Z	SL_pos_X	SL_pos_Y	SL_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	
84	0.83000	261.520	-143.459	593.212	214.210	201.575	1674.343	477.426	-210.348	35.674	200.914	-165.716	1654.421	221.345	-171.612	110.772	212.821	220.359	106.330	225.322	239.164	1050.556	273.073	201.572	584.911	218.156	-184.777	1044.007	469.024	250.227	35.889
85	0.84000	261.605	-143.482	593.245	214.179	201.486	1674.343	477.423	-210.373	35.654	200.901	-165.810	1654.412	221.344	-171.610	110.779	212.805	220.353	106.362	225.306	239.137	1050.538	273.125	201.580	584.902	218.169	-184.797	1044.011	469.019	250.238	35.923
86	0.85000	261.714	-143.574	593.291	214.138	201.440	1674.329	477.429	-210.356	35.651	200.901	-165.868	1654.376	221.367	-171.588	110.764	212.783	220.367	106.353	225.256	239.143	1050.529	273.187	201.588	584.900	218.181	-184.833	1044.010	469.002	250.229	35.956
87	0.86000	261.765	-143.573	593.289	214.122	201.398	1674.286	477.431	-210.366	35.649	200.946	-165.908	1654.360	221.381	-171.589	110.766	212.797	220.342	106.317	225.221	239.085	1050.474	273.260	201.583	584.884	218.206	-184.854	1044.018	469.006	250.233	35.956
88	0.87000	261.800	-143.584	593.265	214.103	201.390	1674.289	477.437	-210.371	35.653	200.980	-165.950	1654.260	221.377	-171.607	110.750	212.813	220.341	106.297	225.175	239.049	1050.439	273.330	201.562	584.880	218.233	-184.910	1043.985	469.017	250.233	35.951
89	0.88000	261.842	-143.638	593.284	214.094	201.356	1674.258	477.428	-210.366	35.662	201.034	-166.027	1654.274	221.397	-171.592	110.744	212.824	220.374	106.342	225.129	239.013	1050.409	273.388	201.562	584.873	218.271	-184.934	1043.966	469.013	250.231	35.931
90	0.89000	261.838	-143.635	593.255	214.087	201.347	1674.248	477.436	-210.343	35.644	201.035	-166.063	1654.267	221.397	-171.593	110.755	212.855	220.347	106.352	225.081	239.000	1050.415	273.389	201.563	584.926	218.319	-184.957	1043.951	469.027	250.230	35.882
91	0.90000	261.867	-143.654	593.247	214.089	201.338	1674.236	477.435	-210.359	35.641	201.039	-166.124	1654.254	221.392	-171.590	110.747	212.874	220.356	106.348	225.049	238.940	1050.409	273.351	201.562	584.949	218.376	-184.984	1043.913	469.036	250.225	35.865
92	0.91000	261.891	-143.629	593.255	214.098	201.306	1674.233	477.440	-210.366	35.657	201.031	-166.202	1654.278	221.395	-171.588	110.726	212.870	220.363	106.360	225.019	238.916	1050.443	273.266	201.519	584.958	218.435	-185.009	1043.924	469.034	250.247	35.830
93	0.92000	261.917	-143.604	593.264	214.084	201.311	1674.218	477.430	-210.367	35.654	201.045	-166.217	1654.313	221.406	-171.608	110.763	212.868	220.359	106.406	225.008	238.872	1050.454	273.150	201.553	585.004	218.466	-185.008	1043.927	469.037	250.237	35.823
94	0.93000	261.940	-143.615	593.272	214.059	201.316	1674.245	477.435	-210.355	35.626	201.016	-166.225	1654.360	221.398	-171.586	110.770	212.866	220.398	106.389	225.004	238.851	1050.471	273.053	201.542	585.014	218.524	-185.043	1043.936	469.040	250.238	35.818
95	0.94000	262.002	-143.643	593.291	214.017	201.363	1674.254	477.436	-210.365	35.627	201.039	-166.229	1654.427	221.404	-171.596	110.781	212.867	220.388	106.413	225.033	238.847	1050.519	272.978	201.496	584.999	218.561	-185.068	1043.934	469.038	250.229	35.816
96	0.95000	262.078	-143.653	593.264	213.992	201.381	1674.248	477.442	-210.365	35.623	201.063	-166.228	1654.433	221.430	-171.582	110.773	212.853	220.393	106.427	225.046	238.812	1050.487	272.937	201.440	584.954	218.579	-185.118	1043.966	469.032	250.226	35.837
97	0.96000	262.169	-143.689	593.257	213.962	201.374	1674.245	477.438	-210.365	35.606	201.144	-166.226	1654.482	221.447	-171.590	110.778	212.866	220.379	106.422	225.057	238.808	1050.513	272.964	201.413	584.942	218.610	-185.159	1043.996	469.028	250.224	35.841
98	0.97000	262.298	-143.685	593.228	213.945	201.407	1674.249	477.450	-210.383	35.575	201.180	-166.244	1654.489	221.488	-171.594	110.779	212.857	220.371	106.390	225.059	238.803	1050.495	273.065	201.403	584.960	218.596	-185.224	1044.020	469.037	250.225	35.828
99	0.98000	262.472	-143.653	593.223	213.957	201.449	1674.221	477.464	-210.369	35.539	201.229	-166.270	1654.535	221.529	-171.589	110.781	212.884	220.354	106.398	225.014	238.788	1050.475	273.194	201.301	584.918	218.582	-185.255	1044.009	469.049	250.217	35.793
100	0.99000	262.671	-143.638	593.256	213.975	201.478	1674.216	477.469	-210.396	35.507	201.266	-166.292	1654.550	221.591	-171.549	110.793	212.945	220.368	106.446	224.958	238.752	1050.431	273.327	201.286	584.956	218.513	-185.295	1044.052	469.063	250.228	35.689
101	1.00000	262.868	-143.635	593.302	214.030	201.506	1674.183	477.482	-210.406	35.443	201.327	-166.305	1654.560	221.653	-171.537	110.837	213.050	220.374	106.503	224.908	238.734	1050.422	273.447	201.230	584.980	218.431	-185.320	1044.061	469.090	250.217	35.576
102	1.01000	263.076	-143.667	593.331	214.080	201.541	1674.206	477.500	-210.406	35.377	201.373	-166.285	1654.627	221.755	-171.518	110.912	213.155	220.341	106.531	224.823	238.709	1050.441	273.525	201.165	585.042	218.311	-185.340	1044.048	469.140	250.250	35.386
103	1.02000	263.199	-143.724	593.381	214.155	201.550	1674.216	477.501	-210.410	35.325	201.431	-166.306	1654.652	221.857	-171.529	110.977	213.276	220.328	106.579	224.706	238.692	1050.513	273.597	201.087	585.113	218.160	-185.399	1044.062	469.171	250.270	35.237
104	1.03000	263.301	-143.761	593.419	214.215	201.600	1674.300	477.522	-210.420	35.282	201.489	-166.349	1654.666	221.934	-171.548	111.042	213.375	220.323	106.633	224.563	238.601	1050.573	273.578	201.037	585.222	217.997	-185.455	1044.091	469.211	250.265	35.101
105	1.04000	263.355	-143.834	593.461	214.299	201.544	1674.372	477.523	-210.440	35.240	201.506	-166.367	1654.668	222.003	-171.566	111.074	213.463	220.335	106.722	224.392	238.530	1050.665	273.525	200.984	585.278	217.827	-185.512	1044.108	469.242	250.273	34.978
106	1.05000	263.410	-143.881	593.495	214.363	201.540	1674.454	477.548	-210.449	35.213	201.586	-166.458	1654.779	222.035	-171.598	111.114	213.494	220.362	106.770	224.221	238.470	1050.735	273.426	200.967	585.344	217.620	-185.569	1044.158	469.250	250.257	34.894
107	1.06000	263.450	-144.025	593.562	214.423	201.477	1674.536	477.545	-210.443	35.177	201.565	-166.358	1654.787	222.077	-171.625	111.132	213.541	220.373	106.765	224.057	238.471	1050.787	273.297	200.924	585.363	217.323	-185.627	1044.216	469.250	250.251	34.842
108	1.07000	263.505	-144.126	593.626	214.489	201.472	1674.612	477.555	-210.435	35.132	201.650	-166.353	1654.893	222.142	-171.646	111.188	213.547	220.399	106.785	223.879	238.470	1050.826	273.182	200.882	585.352	216.993	-185.666	1044.287	469.269	250.251	34.812
109	1.08000	263.594	-144.174	593.658	214.557	201.460	1674.648	477.561	-210.452	35.126	201.715	-166.317	1654.927	222.156	-171.670	111.201	213.546	220.411	106.782	223.590	238.423	1050.837	273.051	200.881	585.374	216.623	-185.750	1044.335	469.261	250.234	34.814
110	1.09000	263.657	-144.245	593.692	214.654	201.478	1674.695	477.582	-210.437	35.079	201.791	-166.361	1654.976	222.205	-171.701	111.216	213.528	220.408	106.781	223.334	238.410	1050.848	272.984	200.910	585.341	216.155	-185.801	1044.393	469.251	250.231	34.805
111	1.10000	263.708	-144.306	593.698	214.752	201.459	1674.743	477.582	-210.455	35.056	201.897	-166.357	1655.047	222.248	-171.727	111.225	213.522	220.420	106.780	222.981	238.416	1050.867	272.937	200.922	585.302	215.690	-185.863	1044.418	469.250	250.231	34.812
112	1.11000	263.741	-144.428	593.756	214.877	201.449	1674.773	477.584	-210.452	35.036	202.014	-166.386	1655.071	222.280	-171.746	111.238	213.513	220.431	106.727	222.549	238.349	1050.830	272.943	200.945	585.296	215.125	-185.927	1044.457	469.242	250.229	34.827
113	1.12000	263.781	-144.575	593.800	215.033	201.405	1674.778	477.586	-210.452	35.018	202.163	-166.423	1655.107	222.282	-171.781	111.258	213.509	220.412	106.708	222.039	238.326	1050.792	273.053	200.949	585.331	214.572	-185.982	1044.522	469.259	250.211	34.820
114	1.13000	263.765	-144.664	593.826	215.233	201.399	1674.818	477.599	-210.450	35.021	202.346	-166.434	1655.084	222.305	-171.818	111.252	213.531	220.411	106.739	221.518	238.296	1050.767	273.246	200.914	585.480	213.998	-185.994	1044.511	469.247	250.200	34.793
115	1.14000	263.751	-144.765	593.816	215.445	201.383	1674.854	477.601	-210.452	35.002	202.509	-166.477	1655.163	222.332	-171.832	111.246	213.585	220.421	106.739	220.865	238.294	1050.721	273.529	200.864	585.736	213.367	-186.048	1044.509	469.262	250.212	34.767
116	1.15000	263.779	-144.848	593.824	215.643	201.307	1674.917	477.596	-210.445	34.999	202.729	-166.531	1655.236	222.343	-171.862	111.251	213.621	220.430	106.723	220.168	238.292	1050.688	274.052	200.688	586.028	212.724	-186.043	1044.461	469.273	250.194	34.730
117	1.16000	263.824	-144.901	593.826	215.909	201.223	1674.982	477.616	-210.439	34.993	202.907	-166.594	1655.257	222.367	-171.911	111.260	213.700	220.454	106.751	219.390	238.295	1050.686	274.772	200.526	586.351	212.022	-186.050	1044.456	469.279	250.182	34.715
118	1.17000	263.880	-144.967	593.843	216.193	201.171	1675.118	477.616	-210.424	34.976	203.213	-166.687	1655.442	222.392	-171.945	111.294	213.798	220.512	106.738	218.523	238.351	1050.686	275.645	200.587	586.783	211.237	-185.973	1044.412	469.294	250.183	34.671
119	1.18000	263.943	-145.073	593.887	216.482	200.995	1675.205	477.622	-210.435	34.961	203.596	-166.786	1655.622	222.433	-171.969	111.303	213.893	220.532	106.776	217.589	238.394	1050.661	276.686	200.614	587.142	210.380	-185.882	1044.394	469.308	250.174	34.633
120	1.19000	264.037	-145.276	593.976	216.790	200.877	1675.352	477.630	-210.423	34.963	203.975	-166.822	1655.710	222.472	-172.011	111.344	213.956	220.621	106.802	216.524	238.400	1050.653	277.809	200.693	587.546	209.442	-185.685	1044.310	469.308	250.159	34.606
121	1.20000	264.133	-145.489	594.005	217.133	200.673	1675.511	477.625	-210.415	34.945	204.426	-166.839	1655.694	222.511	-172.030	111.382	214.004	220.715	106.812	215.281	238.325	1050.601	278.957	200.846	587.955	208.424	-185.055	1044.158	469.315	250.159	34.597
122	1.21000	264.266	-145.761	594.021	217.441	200.444	1675.675	477.641	-210.411	34.947	205.038	-166.910	1655.859	222.530	-172.103	111.380	214.055	220.785	106.822	213.924	238.181	1050.605	280.073	201.088	588.474	207.308	-185.087	1044.174	469.319	250.154	34.582
123	1.22000	264.461	-146.086	594.071	217.827	200.224	1675.854	477.637	-210.411	34.944	205.651	-166.992	1655.976	222.543	-172.190	111.378	214.107	220.886	106.875	212.356	238.090	1050.602	281.145	201.431	589.028	206.123	-185.087	1044.153	469.330	250.156	34.578
124	1.23000	264.655	-146.398	594.098	218.224	199.940	1676.011	477.643	-210.397	34.934	206.316	-167.132	1656.155	222.588	-172.324	111.400	214.194	220.939	106.889	210.627	237.972	1050.654	282.173	201.808	589.546	204.866	-185.123	1044.132	469.329	250.150	34.554
125	1.24000	264.908	-146.753	594.139	218.601	199.661	1676.135	477.651	-210.402	34.909	206.989	-167.267	1656.287	222.667	-172.480	111.402	214.285	221.016	106.985	208.737	237.887	1050.630	283.159	202.182	590.043	203.516	-185.141	1044.061	469.351	250.155	34.517
126	1.25000	265.167	-147.114	594.171	219.068	199.352	1676.284	477.663	-210.408	34.901	207.658	-167.386	1656.436	222.731	-172.610	111.409	214.413	221.074	107.028	206.725	237.722	1050.545	284.113	202.597	590.519	202.121	-185.190	1043.972	469.360	250.150	34.471
127	1.26000	265.419	-147.445	594.102	219.550	198.950	1676.388	477.663	-210.396	34.879	208.429	-167.508	1656.479	222.807	-172.694	111.436	214.579	221.131	107.077	204.631	237.594	1050.409	285.018	202.945	590.911	200.592	-185.257	1043.802	469.380	250.166	34.419
128	1.27000	265.683	-147.831	594.091	220.137	198.557	1676.487	477.663	-210.393	34.884	209.214	-167.630	1656.557	222.837	-172.755	111.475	214.691	221.224	107.150	202.363	237.518	1050.272	285.848	203.458	591.295	198.953	-185.354	1043.681	469.392	250.177	34.365
129	1.28000	266.029	-148.252	594.050	220.789	198.068	1676.542	477.672	-210.392	34.879	210.082	-167.748	1656.576	222.909	-172.823	111.500	214.756	221.355	107.204	199.989	237.397	1050.122	286.644	203.936	591.665	197.212	-185.525	1043.564	469.419	250.186	34.325
130	1.29000	266.354	-148.707	594.050	221.564	197.710	1676.690	477.669	-210.390	34.876	211.042	-167.893	1656.549	222.960	-172.923	111.537	214.802	221.523	107.254	197.817	237.671	1050.128	287.286	204.454	591.943	195.340	-185.723	1043.438	469.425	250.188	34.331
131	1.30000	266.759	-149.171	594.067	222.336	197.225	1676.666	477.680	-210.390	34.863	212.007	-168.007	1656.441	223.018	-173.014	111.540	214.831	221.665	107.250	195.289	237.481	1049.854	287.765	205.006	592.136	193.364	-185.951	1043.275	469.424	250.196	34.339
132	1.31000	267.275	-149.168	593.852	223.132	196.720	1676.569	477.674	-210.381	34.877	213.040	-168.095	1656.247	223.075	-173.119	111.493	214.832	221.760	107.238	192.664	237.256	1049.506	288.109	205.612	592.194	191.252	-186.166	1043.098	469.419	250.185	34.374
133	1.32000	267.781	-149.852	593.823	223.986	196.231	1676.400	477.667	-210.373	34.907	214.069	-168.176	1655.978	223.112	-173.270	111.464	214.818	221.806	107.209	189.917	237.006	1049.095	288.335	206.141	592.186	189.007	-186.424	1042.819	469.393	250.199	34.395
134	1.33000	268.318	-150.710	593.789	224.847	195.737	1676.146	477.666	-210.342	34.946	215.111	-168.244	1655.620	223.138	-173.445	111.457	214.804	221.886	107.174	187.117	236.842	1048.563	288.595	206.765	592.121	186.676	-186.691	1042.459	469.373	250.183	34.474
135	1.34000	268.999	-151.565	593.686	225.730	195.227	1675.809	477.651	-210.329	34.965	216.114	-168.327	1655.143	223.151	-173.589	111.455	214.785	221.908	107.113	184.300	236.639	1047.957	288.882	207.351	591.986	184.192	-187.004	1042.009	469.358	250.172	34.520
136	1.35000	269.880	-152.461	593.539	226.622	194.749	1675.353	477.636	-210.332	35.016	217.163	-168.442	1654.555	223.200	-173.733	111.439	214.769	221.981	107.092	181.418	236.507	1047.250	289.379	207.954	591.855	181.669	-187.324	1041.461	469.348	250.151	34.566
137	1.36000	271.056	-153.357	593.557	227.581	194.262	1674.767	477.658	-210.306	35.019	218.213	-168.536	1653.869	223.367	-173.906	111.442	214.822	222.039	107.083	178.513	236.322	1046.423	290.107	208.538	591.797	179.047	-187.611	1040.808	469.348	250.147	34.571
138	1.37000	272.208	-154.197	593.711	228.526	193.794	1674.071	477.666	-210.302	35.020	219.297	-168.685	1652.991	223.613	-174.083	111.462	214.897	222.154	107.065	175.577	236.173	1045.610	291.104	209.117	591.785	176.369	-188.029	1040.162	469.349	250.144	34.564
139	1.38000	273.293	-155.107	593.847	229.514	193.280	1673.188	477.663	-210.299	35.032	220.442	-168.812	1652.021	223.763	-174.228	111.383	214.959	222.318	107.158	172.575	236.051	1044.799	292.279	209.678	591.821	173.551	-188.463	1039.441	469.350	250.143	34.554
140	1.39000	274.240	-156.047	593.859	230.485	192.862	1672.198	477.646	-210.280	35.102	221.562	-168.922	1650.871	223.838	-174.372	111.300	215.068	222.461	107.180	169.533	235.902	1043.932	293.537	210.376	591.990	170.670	-188.934	1038.725	469.352	250.142	34.553
141	1.40000	275.019	-157.079	593.647	231.434	192.400	1671.033	477.623	-210.258	35.197	222.731	-169.058	1649.642	223.868	-174.529	111.180	215.167	222.638	107.217	166.491	235.726	1043.123	294.751	211.111	592.154	167.701	-189.414	1037.908	469.369	250.139	34.570
142	1.41000	275.755	-158.155	593.385	232.227	191.789	1669.594	477.587	-210.260	35.294	223.849	-169.200	1648.279	223.906	-174.708	111.072	215.215	222.816	107.190	163.269	235.458	1042.185	295.907	211.899	592.260	164.652	-189.889	1036.997	469.362	250.160	34.640
143	1.42000	276.800	-159.314	593.105	233.032	191.319	1668.238	477.583	-210.229	35.387	224.866	-169.295	1646.801	223.989	-174.880	111.006	215.253	223.019	107.214	160.035	235.117	1041.132	296.960	212.751	592.277	161.612	-190.299	1035.941	469.343	250.165	34.785
144	1.43000	278.136	-160.479	592.826	233.757	190.825	1666.739	477.567	-210.201	35.451	225.808	-169.380	1645.214	224.133	-175.042	110.905	215.343	223.258	107.213	156.770	234.847	1039.905	298.012	213.546	592.192	158.551	-190.746	1034.737	469.290	250.119	35.014
145	1.44000	279.889	-161.763	592.636	234.428	190.272	1665.086	477.563	-210.192	35.487	226.707	-169.388	1643.472	224.330	-175.197	110.899	215.325	223.458	107.133	153.450	234.720	1038.541	299.146	214.423	592.004	155.532	-191.224	1033.414	469.218	250.086	35.356
146	1.45000	281.876	-163.003	592.556	235.083	189.693	1663.249	477.572	-210.181	35.544	227.493	-169.323	1641.541	224.533	-175.299	110.823	215.216	223.659	107.100	149.784	234.378	1036.815	300.438	215.353	591.706	152.511	-191.711	1032.017	469.122	250.036	35.747
147	1.46000	283.846	-164.456	592.383	235.691	189.092	1661.143	477.552	-210.162	35.585	228.249	-169.232	1639.356	224.662	-175.447	110.725	215.147	223.762	106.984	146.702	234.750	1035.238	301.942	216.348	591.365	149.438	-192.261	1030.470	469.067	249.989	36.092
148	1.47000	285.929	-166.133	592.059	236.319	188.459	1658.807	477.528	-210.120	35.697	229.085	-169.111	1636.896	224.713	-175.615	110.658	215.175	223.812	106.897	143.373	234.760	1033.214	303.520	217.335	591.037	146.352	-192.617	1028.794	469.046	249.942	36.253
149	1.48000	288.385	-168.027	591.670	236.925	187.847	1656.238	477.486	-210.095	35.826	229.860	-169.019	1634.143	224.731	-175.807	110.613	215.404	223.871	106.844	140.028	234.857	1031.018	305.124	218.233	590.764	143.149	-192.853	1026.898	469.062	249.922	36.234
150	1.49000	291.271	-169.922	591.444	237.538	187.264	1653.377	477.459	-210.094	35.916	230.643	-168.977	1631.191	224.856	-176.041	110.627	215.647	223.842	106.752	136.574	235.146	1028.828	306.680	219.212	590.496	139.898	-192.903	1024.759	469.076	249.923	36.199
151	1.50000	294.384	-171.583	591.474	238.126	186.661	1650.352	477.472	-210.120	35.924	231.373	-169.011	1627.950	225.185	-176.338	110.640	215.831	223.778	106.670	132.995	235.536	1026.549	308.182	220.267	590.328	136.541	-192.831	1022.245	469.099	249.911	36.180
152	1.51000	296.899	-173.102	591.355	238.650	186.038	1647.156	477.496	-210.145	35.933	232.021	-169.073	1624.592	225.569	-176.457	110.483	215.973	223.699	106.584	129.333	235.803	1024.182	309.569	221.477	590.019	133.159	-192.694	1019.302	469.116	249.901	36.189
153	1.52000	298.764	-174.470	590.830	239.077	185.361	1643.840	477.487	-210.111	35.972	232.588	-169.197	1621.012	225.833	-176.487	110.255	216.052	223.738	106.431	125.633	236.028	1021.768	310.853	222.874	589.634	129.872	-192.554	1016.045	469.097	249.884	36.295
154	1.53000	300.066	-175.660	590.008	239.394	184.673	1640.500	477.438	-210.083	36.130	233.086	-169.445	1617.355	225.964	-176.461	110.042	216.062	223.847	106.329	121.819	236.179	1019.260	312.152	224.448	589.154	126.681	-192.610	1012.629	469.067	249.859	36.507
155	1.54000	301.282	-176.668	589.100	239.657	183.927	1637.118	477.375	-210.025	36.365	233.592	-169.792	1613.635	225.980	-176.358	109.822	216.043	224.056	106.254	117.878	236.385	1016.650	313.615	226.176	588.769	123.669	-192.744	1009.312	469.009	249.814	36.782
156	1.55000	302.919	-177.661	588.320	239.891	183.212	1633.691	477.352	-209.982	36.598	234.055	-170.183	1609.732	226.021	-176.349	109.741	215.988	224.393	106.270	113.780	236.690	1013.950	315.283	227.938	588.420	120.739	-192.820	1006.142	468.935	249.705	37.142
157	1.56000	305.361	-178.610	587.813	240.078	182.479	1630.091	477.311	-209.984	36.783	234.509	-170.512	1605.761	226.129	-176.357	109.722	215.809	224.752	106.260	109.558	236.952	1011.116	316.977	229.641	588.120	117.874	-192.905	1003.092	468.852	249.511	37.616
158	1.57000	308.206	-179.567	587.596	240.244	181.757	1626.232	477.316	-209.992	36.867	234.915	-170.705	1601.596	226.357	-176.383	109.721	215.604	225.100	106.173	105.132	236.979	1008.038	318.503	231.156	587.790	115.069	-192.871	1000.123	468.768	249.281	38.122
159	1.58000	311.076	-180.510	587.368	240.340	181.002	1622.157	477.340	-209.994	36.876	235.255	-170.761	1597.190	226.682	-176.418	109.663	215.443	225.259	105.956	101.001	238.182	1005.486	319.805	232.551	587.190	112.194	-192.698	996.916	468.722	249.071	38.528
160	1.59000	313.530	-181.533	586.916	240.406	180.227	1617.829	477.344	-209.997	36.886	235.600	-170.745	1592.517	226.942	-176.484	109.648	215.359	225.220	105.717	96.997	238.616	1002.347	321.057	233.858	586.354	109.203	-192.322	993.335	468.678	248.938	38.748
161	1.60000	315.812	-182.671	586.248	240.459	179.514	1613.353	477.338	-209.969	36.973	235.845	-170.731	1587.796	227.126	-176.490	109.533	215.504	225.100	105.682	93.125	239.039	999.019	322.483	235.005	585.454	106.171	-191.993	989.496	468.715	248.877	38.721
162	1.61000	318.143	-183.771	585.422	240.551	178.818	1608.794	477.311	-209.957	37.150	236.128	-170.738	1582.859	227.129	-176.567	109.535	215.708	225.031	105.633	89.315	239.482	995.522	324.061	236.109	584.789	103.104	-191.754	985.428	468.763	248.856	38.593
163	1.62000	320.702	-184.699	584.811	240.674	178.135	1604.118	477.266	-209.918	37.393	236.368	-170.765	1577.855	227.145	-176.701	109.536	215.823	225.157	105.694	85.537	239.912	991.869	325.981	237.250	584.387	100.031	-191.605	981.213	468.767	248.851	38.584
164	1.63000	323.382	-185.556	584.312	240.768	177.450	1599.236	477.257	-209.847	37.525	236.554	-170.703	1572.591	227.208	-176.790	109.525	215.905	225.346	105.763	81.721	240.370	988.100	328.038	238.390	584.068	96.996	-191.511	976.859	468.766	248.843	38.596
165	1.64000	325.762	-186.170	583.667	240.776	176.717	1594.055	477.366	-209.702	37.580	236.659	-170.577	1567.110	227.373	-176.826	109.451	215.998	225.530	105.850	77.832	240.752	984.171	330.099	239.447	583.647	94.003	-191.429	972.462	468.784	248.850	38.591
166	1.65000	327.863	-186.738	582.879	240.679	176.055	1588.696	477.398	-209.710	37.736	236.762	-170.391	1561.390	227.535	-176.771	109.284	216.217	225.569	105.873	73.873	241.098	980.006	331.882	240.616	583.276	91.092	-191.311	967.950	468.808	248.855	38.519
167	1.66000	329.966	-187.305	581.976	240.573	175.478	1583.234	477.133	-209.878	38.019	236.827	-170.201	1555.537	227.702	-176.630	109.060	216.447	225.570	105.820	69.988	241.336	975.639	333.497	241.564	582.710	88.261	-191.226	963.382	468.842	248.869	38.472
168	1.67000	332.192	-187.835	581.069	240.482	175.014	1577.684	477.082	-209.859	38.290	236.889	-170.053	1549.563	227.740	-176.534	108.931	216.518	225.534	105.740	66.104	241.514	971.159	334.944	242.409	581.974	85.489	-191.139	958.731	468.854	248.865	38.546
169	1.68000	334.564	-188.304	580.222	240.390	174.617	1572.066	476.984	-209.803	38.646	236.898	-169.935	1543.597	227.698	-176.515	108.913	216.460	225.502	105.644	62.180	241.805	966.617	336.344	243.204	581.166	82.803	-191.225	954.103	468.817	248.778	38.768
170	1.69000	337.196	-188.921	579.665	240.293	174.248	1566.251	476.913	-209.810	39.001	236.929	-169.777	1537.473	227.606	-176.575	109.003	216.308	225.552	105.563	58.297	242.244	962.066	337.817	243.885	580.321	80.101	-191.227	949.290	468.767	248.622	39.059
171	1.70000	339.645	-189.355	579.131	240.137	173.851	1560.300	476.848	-209.835	39.373	236.903	-169.591	1531.320	227.562	-176.628	109.024	216.149	225.591	105.486	54.413	242.782	957.509	339.314	244.468	579.627	77.396	-191.222	944.420	468.722	248.396	39.434
172	1.71000	341.848	-189.834	578.410	239.914	173.485	1554.168	476.796	-209.882	39.592	236.891	-169.312	1524.975	227.669	-176.525	108.865	216.036	225.534	105.368	50.609	243.553	953.021	340.897	245.100	578.995	74.671	-191.248	939.271	468.645	248.264	39.927
173	1.72000	343.853	-190.134	577.461	239.670	173.157	1547.923	476.762	-209.900	39.728	236.844	-169.013	1518.420	227.822	-176.448	108.711	215.877	225.529	105.257	46.839	243.954	948.185	342.485	245.854	578.324	72.022	-191.193	933.888	468.583	248.094	40.352
174	1.73000	345.910	-190.404	576.616	239.375	172.842	1541.650	476.726	-209.898	39.888	236.757	-168.732	1511.685	227.949	-176.333	108.610	215.773	225.538	105.146	43.151	244.176	943.067	344.088	246.735	577.665	69.372	-191.230	928.414	468.531	247.943	40.798
