NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	30
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:35:44
DATA_INCLUDED	Position
DATA_TYPES	LR_pos_X	LR_pos_Y	LR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	SL_pos_X	SL_pos_Y	SL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z

Frame	Time	LR_pos_X	LR_pos_Y	LR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	SL_pos_X	SL_pos_Y	SL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	
288	2.87000	506.273	-110.218	172.383	138.528	-67.220	1006.170	214.840	12.021	1615.239	429.846	-52.088	651.400	183.989	205.045	101.983	144.665	361.151	987.944	771.127	-116.553	182.914	436.869	214.556	36.240	196.484	333.403	1624.333	348.279	258.019	558.960
289	2.88000	519.257	-107.827	176.749	138.061	-66.018	1005.473	215.263	13.155	1613.947	432.504	-49.862	654.135	184.085	205.351	101.982	143.687	362.196	986.844	783.809	-112.444	194.639	436.657	214.763	36.323	197.297	334.221	1622.970	349.340	259.833	558.495
290	2.89000	531.928	-105.380	181.238	137.602	-64.815	1004.724	215.777	14.246	1612.769	435.400	-47.847	657.041	184.238	205.674	102.071	142.769	363.265	985.757	795.984	-108.522	206.193	436.768	214.646	35.522	198.036	335.757	1621.969	350.613	261.805	558.007
291	2.90000	544.278	-103.090	186.034	137.153	-63.639	1004.103	216.080	15.369	1611.475	438.534	-45.997	660.148	184.422	206.013	102.135	141.844	364.172	984.548	807.764	-105.119	217.247	436.738	214.825	35.168	198.746	336.053	1620.142	352.027	264.085	557.599
292	2.91000	556.274	-100.937	191.030	136.653	-62.518	1003.406	216.331	16.615	1610.187	442.057	-45.478	664.064	184.617	206.335	102.226	140.867	365.073	983.288	819.152	-102.217	227.763	437.028	215.183	34.835	199.443	336.819	1618.432	353.381	266.559	557.069
293	2.92000	567.984	-98.898	196.208	136.103	-61.510	1002.745	216.537	17.991	1608.704	445.794	-44.370	667.675	184.879	206.725	102.265	139.820	365.858	981.874	830.171	-99.778	237.913	437.108	215.394	34.405	200.027	338.184	1617.098	354.602	269.228	556.501
294	2.93000	579.292	-97.084	201.621	135.493	-60.667	1002.066	216.656	19.471	1607.122	449.624	-43.221	671.244	185.043	207.197	102.272	138.641	366.555	980.359	840.743	-97.835	247.837	437.233	215.657	33.970	200.718	338.388	1614.210	355.613	271.985	555.947
295	2.94000	590.197	-95.486	207.190	134.825	-59.963	1001.194	216.768	21.085	1605.510	453.566	-42.238	674.889	185.160	207.811	102.186	137.291	367.233	978.830	850.859	-96.316	257.657	437.343	215.851	33.569	201.445	340.189	1613.065	356.541	274.841	555.419
296	2.95000	600.697	-94.103	213.030	134.149	-59.386	1000.041	216.978	22.742	1603.892	457.554	-41.563	678.806	185.282	208.498	102.082	135.758	367.821	977.318	860.565	-95.265	267.337	437.413	216.059	33.278	202.134	341.190	1610.783	357.432	277.854	554.820
297	2.96000	610.794	-92.976	218.965	133.434	-58.969	998.686	217.223	24.428	1602.248	461.259	-39.453	681.947	185.347	209.212	102.005	134.109	368.388	975.812	869.793	-94.665	276.980	437.505	216.184	33.060	202.908	342.788	1608.642	358.397	281.126	554.376
298	2.97000	620.528	-92.011	224.974	132.765	-58.575	996.992	217.520	26.094	1600.548	464.828	-38.960	685.905	185.425	210.037	101.949	132.287	368.809	974.263	878.651	-94.406	286.539	437.574	216.345	32.872	203.662	344.019	1606.295	359.475	284.585	553.919
299	2.98000	629.922	-91.358	231.120	132.029	-58.309	995.233	217.896	27.740	1598.773	468.054	-38.621	689.706	185.537	210.914	101.976	130.287	369.090	972.622	887.160	-94.428	296.151	437.650	216.481	32.738	204.389	345.637	1604.091	360.667	288.123	553.457
300	2.99000	639.071	-90.916	237.139	131.186	-58.245	993.476	218.442	29.470	1596.946	470.987	-38.280	693.344	185.675	211.531	102.002	128.135	369.113	970.770	895.306	-94.497	305.783	437.726	216.658	32.581	205.160	347.168	1601.709	361.709	291.492	552.950
301	3.00000	647.967	-90.755	243.019	130.432	-58.318	991.937	218.927	31.266	1595.079	473.742	-38.094	696.753	185.873	211.878	101.992	125.783	369.156	968.822	903.171	-94.440	315.415	437.812	216.799	32.422	205.857	347.866	1598.789	362.417	294.501	552.307
302	3.01000	656.634	-90.887	248.724	129.546	-58.529	990.516	219.508	33.062	1592.910	476.244	-37.919	700.011	185.937	212.020	101.909	123.219	369.141	966.639	910.774	-94.339	324.852	437.837	216.878	32.422	206.574	349.005	1595.969	362.919	296.928	551.512
303	3.02000	665.148	-91.190	254.342	128.551	-58.737	988.973	220.188	34.927	1590.781	478.602	-37.722	702.955	185.947	212.119	101.784	120.585	369.128	964.321	918.159	-94.042	334.024	437.842	216.937	32.517	207.341	350.918	1593.477	363.113	298.304	550.376
304	3.03000	673.327	-91.710	259.863	127.868	-58.966	987.678	220.900	36.701	1588.528	480.696	-37.448	705.634	185.939	212.141	101.679	117.862	369.100	961.819	925.263	-93.545	342.941	437.814	216.991	32.683	208.109	351.602	1590.169	363.664	299.597	549.579
305	3.04000	681.174	-92.347	265.324	127.315	-59.155	986.357	221.772	38.419	1586.159	482.418	-37.548	708.239	185.961	212.132	101.605	115.167	368.945	959.203	931.947	-92.899	351.772	437.788	216.991	32.854	208.844	352.861	1587.208	364.508	300.305	548.807
306	3.05000	688.517	-93.024	270.676	126.764	-59.368	985.050	222.782	40.084	1583.818	483.922	-37.257	710.619	185.979	212.161	101.597	112.511	368.757	956.493	938.150	-92.106	360.376	437.772	217.003	33.045	209.563	353.959	1584.081	365.701	300.740	548.238
307	3.06000	695.328	-93.680	275.716	126.142	-59.566	983.618	223.836	41.737	1581.251	485.169	-37.050	712.899	186.000	212.161	101.613	109.959	368.525	953.729	943.750	-91.272	368.666	437.754	217.003	33.190	210.221	356.068	1581.506	367.161	300.821	547.544
308	3.07000	701.626	-94.298	280.502	125.420	-59.800	982.208	224.971	43.367	1578.681	486.162	-36.504	714.899	186.055	212.055	101.613	107.586	368.242	950.875	948.862	-90.363	376.427	437.760	217.000	33.300	210.851	356.389	1577.815	368.752	300.751	546.933
309	3.08000	707.443	-94.840	284.824	124.506	-60.123	980.682	226.036	45.029	1575.686	486.953	-36.260	716.780	186.039	211.891	101.580	105.366	367.784	947.918	953.445	-89.355	383.718	437.714	216.995	33.442	211.479	357.629	1574.493	370.388	300.547	546.169
310	3.09000	712.738	-95.306	288.561	123.451	-60.546	979.076	227.126	46.718	1572.015	487.353	-35.842	717.990	185.957	211.685	101.529	103.365	367.366	944.901	957.558	-88.462	390.384	437.649	216.976	33.628	212.071	358.814	1571.116	372.189	300.514	545.566
311	3.10000	717.611	-95.667	291.776	122.231	-60.972	977.441	228.041	48.407	1569.154	487.545	-35.543	718.795	185.861	211.344	101.330	101.578	367.005	941.859	961.176	-87.583	396.509	437.592	216.906	33.772	212.670	359.753	1567.456	373.882	299.914	544.472
312	3.11000	722.015	-95.958	294.460	120.986	-61.419	975.687	229.229	50.071	1564.573	487.674	-35.252	719.083	185.734	211.025	101.281	99.982	366.678	938.640	964.256	-86.817	402.093	437.568	216.863	33.905	213.168	360.678	1563.667	375.721	299.288	543.387
313	3.12000	725.871	-96.222	296.500	119.504	-61.798	973.614	230.137	51.685	1560.880	487.670	-35.138	719.142	185.698	210.614	101.203	98.404	366.389	935.276	966.906	-86.101	406.896	437.496	216.821	33.977	213.693	362.124	1559.996	377.687	298.524	542.221
314	3.13000	729.214	-96.501	298.115	117.955	-62.147	971.267	230.972	53.261	1556.956	487.591	-35.040	718.824	185.663	210.236	101.126	97.039	366.168	931.677	969.127	-85.524	410.883	437.463	216.764	34.039	214.151	363.030	1555.937	379.756	297.597	540.991
315	3.14000	732.086	-96.748	299.177	116.322	-62.468	968.632	231.864	54.767	1552.853	487.356	-35.062	718.203	185.614	209.813	101.107	95.732	366.008	927.879	971.026	-84.981	413.926	437.406	216.724	34.094	214.531	363.665	1551.560	382.027	296.760	539.736
316	3.15000	734.425	-97.078	299.931	114.668	-62.803	965.648	232.701	56.213	1548.641	487.066	-35.032	717.278	185.566	209.536	101.005	94.633	365.744	923.814	972.684	-84.529	416.101	437.369	216.660	34.147	214.879	364.223	1547.059	384.483	296.071	538.383
317	3.16000	736.282	-97.344	300.348	112.924	-63.103	962.330	233.543	57.618	1544.225	486.682	-35.051	716.231	185.543	209.492	100.878	93.566	365.437	919.565	973.975	-84.149	417.591	437.336	216.593	34.225	214.995	364.787	1542.228	387.144	295.600	537.127
318	3.17000	737.715	-97.705	300.330	111.108	-63.386	958.731	234.347	58.922	1539.720	486.326	-35.082	715.120	185.536	209.584	100.831	92.396	365.187	915.115	974.925	-83.888	418.439	437.322	216.556	34.229	214.939	364.731	1537.018	389.897	295.273	535.892
319	3.18000	738.776	-98.129	299.943	109.223	-63.589	954.765	235.155	60.144	1535.075	486.067	-35.029	713.870	185.598	209.669	100.710	91.237	365.027	910.583	975.636	-83.749	418.627	437.320	216.521	34.242	215.799	365.833	1532.735	392.595	295.030	534.655
320	3.19000	739.587	-98.457	299.194	107.319	-63.792	950.560	235.921	61.288	1530.311	485.794	-35.101	712.528	185.641	209.728	100.608	90.119	365.084	906.024	976.131	-83.713	418.351	437.314	216.478	34.231	216.136	366.293	1527.620	395.378	295.170	533.690
321	3.20000	740.197	-98.909	298.183	105.418	-63.885	946.228	236.635	62.372	1525.417	485.584	-35.097	710.928	185.716	209.754	100.522	89.001	365.261	901.435	976.520	-83.930	417.685	437.329	216.436	34.183	216.091	365.877	1521.753	398.009	294.778	532.418
322	3.21000	740.857	-99.366	296.977	103.666	-63.961	941.783	237.934	63.390	1521.141	485.363	-35.122	709.033	185.771	209.752	100.507	87.910	365.495	896.800	976.873	-84.343	416.845	437.336	216.403	34.142	216.641	365.992	1516.456	400.671	294.155	531.214
323	3.22000	741.479	-99.794	295.587	101.986	-63.950	937.254	238.835	64.358	1516.231	485.133	-35.190	706.996	185.877	209.668	100.513	86.832	365.764	892.224	977.226	-85.094	415.955	437.362	216.345	34.091	216.880	366.815	1511.178	403.314	293.347	530.008
324	3.23000	742.180	-100.193	294.157	100.476	-63.938	932.737	239.692	65.276	1511.139	484.893	-35.079	704.757	186.030	209.576	100.530	85.720	366.049	887.587	977.521	-86.056	415.151	437.393	216.261	33.970	217.961	367.993	1506.776	405.936	292.432	528.947
325	3.24000	742.977	-100.547	292.684	99.090	-63.897	928.273	240.637	66.068	1506.041	484.561	-34.973	702.488	186.211	209.467	100.600	84.597	366.377	882.980	977.870	-87.234	414.458	437.451	216.221	33.771	217.876	367.641	1500.795	408.651	291.377	528.007
326	3.25000	743.860	-100.830	291.240	97.786	-63.843	923.851	241.554	66.820	1500.894	484.196	-34.671	699.998	186.513	209.176	100.726	83.448	366.580	878.357	978.164	-88.203	413.902	437.467	216.269	33.558	218.370	367.886	1495.548	411.255	290.156	527.014
327	3.26000	744.720	-100.907	289.810	96.507	-63.799	919.501	242.445	67.520	1495.653	483.709	-34.340	697.440	186.769	208.763	100.929	82.281	366.785	873.840	978.522	-88.961	413.386	437.493	216.494	33.358	218.746	368.026	1490.230	413.792	288.904	526.067
328	3.27000	745.618	-100.866	288.373	95.210	-63.694	915.220	243.425	68.193	1490.459	483.057	-34.081	694.984	187.025	208.384	101.106	81.134	366.896	869.353	978.840	-89.409	412.825	437.543	216.481	33.191	219.164	368.028	1484.906	416.210	287.526	525.096
329	3.28000	746.420	-100.740	286.890	93.844	-63.640	911.125	244.223	68.807	1485.212	482.393	-33.750	692.460	187.351	208.082	101.362	80.002	367.067	864.975	979.207	-89.586	412.141	437.606	216.482	32.965	219.783	368.449	1479.995	418.617	285.975	524.223
330	3.29000	747.108	-100.450	285.354	92.373	-63.514	907.028	245.156	69.392	1480.067	481.660	-33.339	690.013	187.704	207.741	101.670	78.909	367.309	860.684	979.622	-89.369	411.201	437.664	216.513	32.682	220.320	368.502	1474.903	420.934	284.401	523.454
331	3.30000	747.730	-100.088	283.843	90.834	-63.406	903.019	246.093	69.938	1474.875	480.857	-32.749	687.530	188.052	207.433	101.877	77.882	367.551	856.380	980.004	-88.598	410.076	437.731	216.508	32.423	220.906	368.694	1469.970	423.111	282.682	522.668
332	3.31000	748.262	-99.659	282.314	89.178	-63.340	899.186	246.946	70.425	1469.717	479.944	-32.232	685.051	188.329	207.139	102.066	76.901	367.755	852.053	980.426	-87.469	408.812	437.776	216.478	32.223	221.328	368.749	1464.869	425.229	280.779	522.023
333	3.32000	748.798	-99.144	280.814	87.430	-63.331	895.353	247.807	70.895	1464.492	478.938	-31.622	682.440	188.615	206.893	102.228	75.901	367.865	847.677	980.856	-86.026	407.541	437.797	216.466	32.121	221.891	368.753	1459.931	427.246	278.850	521.427
334	3.33000	749.385	-98.543	279.345	85.550	-63.342	891.562	248.708	71.382	1459.317	477.857	-30.977	679.775	188.845	206.694	102.381	74.904	367.849	843.286	981.116	-84.280	406.483	437.839	216.433	32.005	222.414	368.668	1454.893	429.176	277.055	520.799
335	3.34000	749.840	-97.906	277.803	83.600	-63.413	887.850	249.548	71.895	1454.121	476.766	-30.317	677.247	189.115	206.455	102.545	73.832	367.681	838.858	981.199	-82.358	405.707	437.858	216.417	31.900	223.074	368.781	1449.994	430.996	275.385	520.221
336	3.35000	750.292	-97.095	276.254	81.603	-63.568	884.135	250.376	72.376	1448.968	475.646	-29.643	674.664	189.373	206.261	102.673	72.655	367.584	834.469	981.051	-80.329	405.090	437.903	216.363	31.770	223.543	368.689	1444.847	432.668	273.809	519.682
337	3.36000	750.762	-96.206	274.631	79.580	-63.702	880.365	251.076	72.901	1443.819	474.461	-29.053	672.087	189.611	206.105	102.833	71.346	367.511	830.112	980.848	-78.280	404.620	437.940	216.329	31.653	224.115	368.780	1439.914	434.165	272.403	519.139
338	3.37000	751.225	-95.292	273.003	77.635	-63.893	876.511	251.769	73.429	1438.723	473.217	-28.562	669.390	189.850	205.873	102.908	69.949	367.366	825.838	980.646	-76.325	404.151	437.953	216.334	31.599	224.555	368.941	1434.913	435.485	271.254	518.625
339	3.38000	751.701	-94.337	271.389	75.681	-64.093	872.578	252.297	73.958	1433.652	471.936	-28.103	666.596	190.057	205.723	102.993	68.452	367.267	821.647	980.419	-74.612	403.629	437.978	216.316	31.508	224.947	369.026	1429.883	436.639	270.308	518.113
340	3.39000	752.210	-93.408	269.732	73.788	-64.330	868.659	252.769	74.442	1428.677	470.677	-27.599	663.814	190.227	205.699	103.058	66.869	367.155	817.544	980.285	-73.067	403.124	437.996	216.310	31.446	225.305	369.114	1424.899	437.684	269.580	517.726
341	3.40000	752.648	-92.550	268.142	71.946	-64.649	864.797	253.135	74.931	1423.731	469.393	-27.036	661.082	190.403	205.786	103.167	65.233	367.009	813.445	980.111	-71.689	402.488	438.022	216.306	31.342	225.754	369.433	1420.078	438.659	268.992	517.361
342	3.41000	752.984	-91.708	266.604	70.125	-64.985	861.019	253.467	75.462	1418.768	468.168	-26.406	658.400	190.519	205.842	103.234	63.559	366.804	809.360	979.959	-70.280	401.782	438.037	216.301	31.239	225.937	369.556	1415.080	439.509	268.557	516.969
343	3.42000	753.344	-90.898	265.051	68.320	-65.330	857.302	253.691	76.021	1413.817	467.040	-25.738	655.792	190.619	205.806	103.223	61.731	366.512	805.273	979.804	-68.785	400.906	438.051	216.327	31.191	226.132	369.616	1410.089	440.198	268.314	516.610
344	3.43000	753.630	-90.118	263.515	66.574	-65.701	853.608	253.900	76.607	1408.942	465.909	-25.002	653.235	190.715	205.795	103.222	59.811	366.125	801.180	979.660	-67.162	399.921	438.072	216.349	31.114	226.301	369.681	1405.134	440.803	268.183	516.286
345	3.44000	753.890	-89.307	262.043	64.914	-66.099	850.036	254.077	77.213	1404.065	464.708	-24.309	650.761	190.837	205.802	103.223	57.784	365.740	797.110	979.491	-65.363	398.937	438.083	216.347	31.028	226.377	369.762	1400.164	441.308	268.088	516.038
346	3.45000	754.170	-88.435	260.580	63.266	-66.512	846.489	254.260	77.828	1399.244	463.468	-23.546	648.200	190.971	205.781	103.223	55.601	365.255	793.006	979.300	-63.452	398.071	438.091	216.384	30.946	226.393	369.850	1395.250	441.702	268.032	515.824
347	3.46000	754.529	-87.459	259.281	61.660	-66.966	843.024	254.367	78.455	1394.474	462.173	-22.797	645.582	191.038	205.801	103.218	53.295	364.750	788.956	979.045	-61.428	397.492	438.114	216.382	30.889	226.346	369.865	1390.335	441.960	267.926	515.587
348	3.47000	755.034	-86.425	257.949	60.041	-67.440	839.633	254.417	79.103	1389.783	460.802	-22.102	642.995	191.056	205.813	103.159	50.946	364.275	784.922	978.695	-59.332	397.245	438.127	216.395	30.865	226.242	369.956	1385.507	442.139	267.840	515.349
349	3.48000	755.588	-85.361	256.694	58.344	-67.861	836.223	253.710	79.699	1384.652	459.377	-21.439	640.355	191.069	205.818	103.140	48.525	363.692	780.890	978.286	-57.170	397.359	438.127	216.387	30.835	226.082	370.019	1380.745	442.217	267.604	515.159
350	3.49000	756.291	-84.206	255.610	56.596	-68.272	832.914	253.613	80.379	1380.035	457.884	-20.754	637.672	191.082	205.758	103.123	46.188	363.218	776.979	977.913	-54.885	397.667	438.125	216.381	30.823	225.811	370.084	1376.006	442.197	267.307	515.048
351	3.50000	756.960	-83.018	254.607	54.829	-68.773	829.670	253.406	81.030	1375.509	456.326	-20.045	634.996	191.090	205.633	103.103	43.859	362.722	773.164	977.576	-52.489	398.073	438.138	216.393	30.844	225.522	370.150	1371.352	442.067	266.917	515.017
352	3.51000	757.638	-81.719	253.725	52.998	-69.326	826.499	253.121	81.669	1371.125	454.805	-19.250	632.421	191.111	205.519	103.140	41.491	362.096	769.365	977.119	-50.011	398.591	438.139	216.391	30.854	225.087	370.232	1366.825	441.805	266.322	515.068
353	3.52000	758.182	-80.374	252.842	51.146	-69.880	823.379	252.822	82.335	1366.789	453.267	-18.415	629.975	191.129	205.349	103.088	39.167	361.549	765.663	976.549	-47.345	399.122	438.148	216.360	30.895	224.552	370.376	1362.391	441.498	265.648	515.226
354	3.53000	758.585	-79.000	252.005	49.299	-70.451	820.330	252.380	82.967	1362.569	451.769	-17.527	627.690	191.117	205.163	103.044	36.811	360.970	762.067	975.863	-44.598	399.527	438.139	216.341	30.954	223.963	370.478	1358.060	441.143	264.957	515.441
355	3.54000	758.697	-77.431	251.077	47.480	-71.064	817.396	251.887	83.571	1358.440	450.294	-16.641	625.570	191.069	204.949	102.985	34.409	360.349	758.568	975.031	-41.672	399.730	438.124	216.322	31.075	223.297	370.617	1353.811	440.660	264.086	515.671
356	3.55000	758.517	-75.845	250.109	45.636	-71.682	814.586	251.289	84.169	1354.413	448.833	-15.773	623.767	191.004	204.700	102.822	31.900	359.646	755.145	974.107	-38.654	399.519	438.105	216.289	31.187	222.567	370.720	1349.605	440.130	263.216	515.927
357	3.56000	758.058	-74.167	249.105	43.792	-72.304	811.907	250.678	84.766	1350.466	447.355	-14.926	622.154	190.920	204.534	102.703	29.396	359.026	751.896	973.208	-35.505	398.861	438.082	216.291	31.340	221.680	370.859	1345.480	439.529	262.337	516.205
358	3.57000	757.506	-72.464	247.978	41.904	-72.853	809.386	250.007	85.337	1346.588	445.921	-13.971	620.618	190.795	204.063	102.167	26.776	358.412	748.692	972.410	-32.357	397.741	438.049	216.274	31.556	220.722	370.992	1341.411	438.795	261.511	516.544
359	3.58000	756.854	-70.792	246.988	40.028	-73.374	806.966	249.292	85.894	1342.881	444.417	-13.225	619.125	190.634	203.644	101.613	24.066	357.794	745.549	971.716	-29.206	396.488	438.004	216.261	31.763	219.673	371.159	1337.427	437.987	260.770	516.880
360	3.59000	756.354	-69.162	246.018	38.088	-73.892	804.662	248.441	86.438	1339.284	442.889	-12.416	617.477	190.622	204.903	102.852	21.315	357.161	742.484	971.069	-26.146	395.326	437.950	216.242	32.047	218.583	371.341	1333.518	437.055	260.207	517.305
361	3.60000	755.910	-67.671	245.174	36.211	-74.408	802.428	247.648	87.036	1335.787	441.287	-11.757	615.784	190.353	205.277	102.828	18.470	356.530	739.493	970.260	-23.382	394.763	437.903	216.189	32.383	217.455	371.586	1329.649	436.021	259.877	517.753
362	3.61000	755.629	-66.420	244.409	34.361	-74.955	800.263	246.769	87.615	1332.416	439.727	-11.032	614.023	190.173	205.323	102.606	15.539	355.873	736.557	969.156	-20.844	394.844	437.867	216.211	32.731	216.297	371.887	1325.905	434.838	259.767	518.284
363	3.62000	755.532	-65.306	243.795	32.569	-75.536	798.149	245.886	88.192	1329.190	438.142	-10.311	612.298	189.999	205.375	102.456	12.481	355.207	733.744	967.810	-18.480	395.519	437.818	216.153	33.019	215.155	372.158	1322.168	433.493	259.882	518.854
364	3.63000	755.523	-64.427	243.356	30.853	-76.214	796.083	245.070	88.833	1325.984	436.620	-9.668	610.605	189.794	205.549	102.350	9.254	354.469	730.996	966.406	-16.150	396.512	437.765	216.165	33.350	214.004	372.506	1318.432	432.007	260.254	519.395
365	3.64000	755.484	-63.685	243.108	29.213	-76.906	793.987	244.336	89.560	1322.829	435.050	-9.109	609.023	189.602	205.788	102.281	5.824	353.678	728.285	965.061	-13.978	397.590	437.704	216.165	33.679	212.819	372.852	1314.655	430.418	260.869	520.021
